segment_id	text	annotator_1	annotator_2	agreed_rating
143	"""But you've had the escape of your life, young fellah my lad,"" said Lord Roxton.  ""When I heard your cry and ran forward, and saw your head twisted half-off and your stohwassers kickin' in the air, I thought we were one short.  I missed the beast in my flurry, but he dropped you all right and was off like a streak.  By George!  I wish I had fifty men with rifles.  I'd clear out the whole infernal gang of them and leave this country a bit cleaner than we found it."""	3	3	3
144	"""Amen!"" said Perry.
And Dian, who was standing at my side, pressed my hand."	2	0	2
145	"“Why, Emil! I told you to stay in the store and not to come out. What is the matter with you?”
“My kitten, sister, my kitten! A man put her out, and a dog chased her up there.” His forefinger, projecting from the sleeve of his coat, pointed up to the wretched little creature on the pole."	3	3	3
146	I wrenched my head 'round, quickly, and saw one of those monstrous, pallid faces close to mine. One of the creatures, having outrun its companions, had almost overtaken me. Even as I turned, it made a fresh grab. With a sudden effort, I sprang to one side, and, swinging my gun by the barrel, brought it crashing down upon the foul creature's head. The Thing dropped, with an almost human groan.	3	3	3
147	"“Mapuhi is a fool,” mimicked Ngakura.


She was twelve years old and did not know any better. Mapuhi relieved his feelings by sending her reeling from a box on the ear; while Tefara and Nauri burst into tears and continued to upbraid him after the manner of women."	2	2	2
148	It was a strange army that no longer acknowledged its high commanders--a strange country that could scrap them. Were British Generals real, like French Generals, Lyautey and Manoury and Foch before he became Maréchal?	2	2	2
149	His monologue stopped abruptly with a sharp noise like a thundercrack that rolled in dreary echoes round the dismal mere. He knew at once what it was—somebody had fired off a gun. But as to the meaning of it he was momentarily staggered, and strange thoughts thronged into his mind. The next moment he laughed; for he saw lying a little way along the path below him the dead bird that the shot had brought down.	3	2	3
150	"""He has become a very powerful enemy now,"" I replied.  ""That he is allied in some way with the Mahars is evidenced by the familiarity of his relations with the Sagoths who were accompanying me in search of the great secret, for it must have been Hooja whom I saw conversing with them just before we reached the valley.  Doubtless they told him of our quest and he hastened on ahead of us, discovered the cave and stole the document.  Well does he deserve his appellation of the Sly One."""	3	4	3
151	She made no reply, but watched him steadily as he opened her blouse and untied the bandage. His strong fingers trembled a little as he removed it. If the wounds had reopened! A chill struck him as he saw the angry red bullet-mark, and a tiny stream of blood winding from it down her white breast. Very carefully he lifted her to see that the wound in her back had closed perfectly. Then he washed the blood from her breast, bathed the wound, and left it unbandaged, open to the air.	3	3	3
152	"Then Jellia said to the Wizard:
""Your own room—which was back of the great Throne Room—has been vacant ever since you left us.  Would you like it again?"""	2	2	2
153	One thing became clear to the old man. There had to be a decision between his nephew and some full-grown man, otherwise Andy was very apt to grow up into a sneaking coward.	0	2	1
154	This appeal was made to Seseley, and the baron's daughter drew her white velvet cloak from her shoulders and handed it to the fairy.  A moment later it was transformed into a suit of glittering armor that seemed fashioned of pure silver inlaid with gold, while the sheet of bark at the same time became a handsome shield, with the figures of three girls graven upon it.	3	3	3
155	That was the entering wedge—the mention of an obstacle to overcome. Miss Gilder looked thoughtful, though she kept silence: and next day, when making my adieux before starting for Alexandria, she flung out a careless question.	0	0	0
156	After the first moment of constraint a renewed sense of satisfaction filled the consciousness of the three women. The Bunner sisters were not sorry to let Miss Mellins see that they received an occasional evening visit, and Miss Mellins was clearly enchanted at the opportunity of pouring her latest tale into a new ear.	1	0	1
157	"""Which is,"" said my friend, ""that all is well that ends well and that the whole matter ends here and at once.  Tomorrow the loose settings shall be tightened by an expert goldsmith, and so passes the greatest danger to which, since the destruction of the Temple, the urim and thummim has been exposed.  Here is my hand, Professor Andreas, and I can only hope that under such difficult circumstances I should have carried myself as unselfishly and as well."""	0		
158	She could not move a hand; she could not tell where her hands were. Then she felt the touch of soft leather. She saw a high-topped Mexican boot, wearing a huge silver spur, and the reeking flank and legs of a horse, and a dusty, narrow trail. Soon a kind of red darkness veiled her eyes, her head swam, and she felt motion and pain only dully.	4	4	4
159	They knew just what to ask, and just what use to make of it; they had mechanical appliances for disseminating information almost equal to ours at home; and by the time we were led forth to lecture, our audiences had thoroughly mastered a well-arranged digest of all we had previously given to our teachers, and were prepared with such notes and questions as might have intimidated a university professor.	2	2	2
160	Instead of feeling that he was behaving badly he danced with glee; then he peeped into the day-nursery to see who was playing. He whispered to Tink, “It’s Wendy’s mother! She is a pretty lady, but not so pretty as my mother. Her mouth is full of thimbles, but not so full as my mother’s was.”	2	3	2
161	Goaded to frenzy the cat presently determined to come up after this disturber of his peace; but when he essayed to leap to the branch that held Tarzan he found the sharp spear point always in his face, and each time as he dropped back he was prodded viciously in some tender part; but at length, rage having conquered his better judgment, he leaped up the rough bole to the very branch upon which Tarzan stood.	3	4	3
162	"“Certainly,” asserted Mme. Le Fabre. “You are out of the Blind Spot. I know; it will prove everything!”


“Ah, yes; the Spot.” Watson hesitated. Again the indecision. There was something latent that he could not recall; though conscious, part of his mind was still in the apparent fog that lingers back into slumber."	0	0	0
163	"Beta sprang from the bed and faced him.
“Go, or I shoot you down like a dog!” she threatened.
He sneered.
“There will be no shooting,” he answered coolly. “But there will be speech for you to hear. Now listen! This is what ye brought us here to? The man and you? This? To death and woe? To accidents and perishings?"	2	3	3
164	No rain was falling, but everything had a rainy look. At first he could see only a short distance from the ship. The clouds appeared to have come down on the water, where they hung, lowering.	4	2	3
165	Again, he would rather have been hamstrung than stoop to the tricks in vogue with regard to the weighing of gold-dust: the greased scales, the wet sponge, false beams, and so on.	2		
166	"""Yes."" And Adam Tellwright read: ""'Balsamo, the famous palmist and reader of the future, begs to announce that he is making a tour through the principal towns, and will visit Hanbridge on the 22nd inst., remaining three days."	0		
167	Anson doubled a huge fist and cursed deep under his breath—the reaction of a man whose accomplices and partners and tools, whose luck, whose faith in himself had failed him.	1		
168	"""What could I do to earn money?"" asked Dorothy.
""You might do housework for some one, dear, you are so handy; or perhaps you could be a nurse-maid to little children.  I'm sure I don't know exactly what you CAN do to earn money, but if your uncle and I are able to support you we will do it willingly, and send you to school. We fear, though, that we shall have much trouble in earning a living for ourselves.  No one wants to employ old people who are broken down in health, as we are."""	2		
169	"""It's my own business,"" declared Lucy, spiritedly. ""And I guess they'd better let you alone.""
Slone shook his head mournfully. He was getting one of those gloomy spells that Lucy hated. Nevertheless, she felt a stir of her pulses."	2		
170	The noise and shouting drew nearer, while the people huddled together like frightened sheep; and then suddenly the doors flew open and the Royal Dragon advanced to the center of the room.	3		
171	With the rifle cuddled to his shoulder he watched a slim figure come into sight on the lawn, running towards the ridge. He reflected that she must have[Pg 271] dropped from the high verandah wall.	4		
172	Mechanically he accepted the gleaming jewel. Mechanically, like a man without sense or reason, he watched her walk away from him, upright and strong and lithe, voluptuous and desirable in every motion of that splendid body, now lost to him forever. Then all at once, entering a woodland path that led by a short cut back to the club-house, she vanished from his sight.	3		
173	But it is foreign from the purpose of this plain record to enlist sympathy for the recorder.  The topic upon which, here, I have ventured to touch was one fascinating enough to me; I cannot hope that it holds equal charm for any other.  Let us return to that which it is my duty to narrate and let us forget my brief digression.	0		
174	"He cleared the table of all the things that lay upon it and put them on the mantel-piece. Then he rang the bell.
A head-waiter appeared. Daubrecq asked:"	3		
175	He spoke perfect German, and had the best kind of manners, neither pert nor overbearing. He had a pleasant trick, too, of appealing all round the table for confirmation, and so bringing everybody into the talk.	2		
176	But my heart failed me. I went back to the beach, and turning eastward past the burning enclosure, made for a point where a shallow spit of coral sand ran out towards the reef.	4		
177	And though he came on no more fighting, the whole city stirred with battle. Once he had to run to avoid a marching multitude of men that swept the street.	3		
178	“Glad to see you back again, Julie,” he said, ignoring her mother's outstretched hand and beaming smile of welcome. “Going to be a hot day, I think. You must get out in the hay-field. Order what breakfast you please, Da Souza,” he continued on his way to the door; “you must be hungry—after such an early start!”	3		
179	This load of sin sank the steamer deeper into the mud; but the passengers crowded over to port, by request of the captain, and the crew poked the bank away with long poles.	4		
180	"Heneage was thoughtful for several moments.
""This is interesting,"" he said at last, ""but it does not, of course, affect the situation.""
""You mean that you will go on just the same?"" Wrayson demanded."	0		
181	The walls of Zodanga are seventy-five feet in height and fifty feet thick. They are built of enormous blocks of carborundum, and the task of entering the city seemed, to my escort of green warriors, an impossibility. The fellows who had been detailed to accompany me were of one of the smaller hordes, and therefore did not know me.	4		
182	Forth he stood, planting his feet firmly, and wetting his fingers before plucking the string. For he was resolved to better his losing score of that day. And in truth he did so, for the shaft he loosed sped true, and landed on the black bull’s-eye, though not in the exact center. Again he shot, and again he hit the black, on the opposite rim. The third shaft swerved downward and came within the second ring, some two fingers’	3		
183	Estrella, too, lay huddled, helpless and defenseless, at his feet.  She had done it.  He would get even.  How?	2		
184	"in the Golden Valley.  We could see them tossing their
heads, and running to and fro in timorous indecision; and when
they had made up their minds, and the donkey followed the horse,"	3		
185	"“I'm going down that slope to the north,” said Vic, “and I'll get by 'em hell-bent-for-election. Once I show my heels to that lot they're done!”


He talked as much to restore his courage as from, confidence, for if the posse sighted him going down that slope on the gray it would take a super-horseman and a super-horse to escape before they closed the gap. Barry considered the situation with a new gleam in his eye."	1		
186	"Chapter Seven
Seeking a Clue
John Sharp was more than surprised at the effect his piece of information had on Tom Swift. Though the young inventor had all along suspected Andy of having the missing plans, yet there had been no positive evidence on this point. That, coupled with the fact that the red-haired bully had not been seen in the vicinity of Shopton lately, had, in a measure, lulled Tom's suspicions to rest, but now his hope had been rudely shattered."	2		
187	"The lad stood raking me with a steady fire from his blue eyes.
""I mean to marry her,"" he said, ""if she will have me.""
There was no laughing at him. Though barely twenty, as I knew, he was man enough for any age as we faced each other in my room, and a man who knew his own mind into the bargain."	1		
188	Herbert waited on in vain for his guest next morning, and after wandering up and down the mossy lawn at the back of the house, went off cheerfully at last alone for his dip. When he returned Lawford was in his place at the breakfast-table. He sat on, moody and constrained, until even Herbert’s haphazard talk trickled low.	3		
189	"While I was putting them away he murmured some question to the Captain, and I heard the latter answer good-humouredly:


“No. He leaves us to go home.”"	0		
190	“This,” the Prince admitted, “I fully apprehend. It is surely reasonable that the stranger in your country should be subject to your laws.”	0		
191	They were trained fighting men all, but old and feeble, and the odds against them were too enormous to be stemmed for over long. In a very short time the place would be put to the storm, and the roof of the Sacred Mountain would be at the open mercy of the invader. If there was any further thing to be done, it was well that it should be set about quickly whilst peace remained. It seemed to me that the moment for prompt action, and the time for lengthy pompous ceremonial was done for good.	2		
192	Cold beads of sweat rolled from my forehead.  Beneath the surface of the water my hands gripped the rocks as in a vise.  My teeth had sunk deep into my lower lip and covered my chin with blood, though I did not know that till afterward.	3		
193	"I shook my head, unconvinced.
“We do not agree, eh?” said Poirot. “Well, let us leave it. Time will show which of us is right. Now let us turn to other aspects of the case. What do you make of the fact that all the doors of the bedroom were bolted on the inside?”"	2		
194	There are things that are known only to the long porter of Tong Tong Tarrup as he sits and mumbles memories to himself in the little bastion gateway.	3		
195	"“I beg your pardon, monsieur, for meddling in your business; but, really, you play a very poor game. Let me hold the cards.”
Turning again to Varin, Daspry said:"	0		
196	"""Where is he?"" she exclaimed. ""He has robbed me. The little beast! He got into my rooms while I was out.""
The Colonel led her gallantly to a chair.
""Calm yourself, my dear young lady,"" he said."	2		
197	"“Now, McMurdo!” said McGinty when they were alone. The seven men sat frozen in their seats.


“I said just now that I knew Birdy Edwards,” McMurdo explained. “I need not tell you that he is not here under that name. He's a brave man, but not a crazy one. He passes under the name of Steve Wilson, and he is lodging at Hobson's Patch.”"	3		
198	"“But—the Senestro?”


“That depends, my lord. We know not just what may be done.” He gave no explanation."	0		
199	My discovery set me pacing up and down that cellar in a perfect fever of excitement. I longed for wireless, a carrier pigeon, an aeroplane—anything to bridge over that space of half a dozen miles between me and the Russian lines. It was maddening to have stumbled on vital news and to be wholly unable to use it. How could three fugitives in a cellar, with the whole hornet’s nest of Turkey and Germany stirred up against them, hope to send this message of life and death?	3		
200	Champagne had been served and served freely, and Dominey, up to the very gates of that one secret chamber, talked volubly and without reserve. After the meal was over, their chairs were dragged as before into the open.	2		
201	"""I shall warn her. I think I shall know how to do it,"" said Mrs. Maldon, with a certain air of confidence amid her trouble. ""I wouldn't run the risk of a tragedy for worlds."""	0		
202	‘He—he died very quietly,’ said Andy, hitching round, and resting his elbows on his knees, and looking into the fireplace so as to have his face away from the light.	3		
203	"""Back safe and sound, eh? Glad to see yer!"" cried the hired man, as they approached, and he touched his cap.
""And we are glad to be back, Jack,"" returned Tom, and added quickly: ""How is my father?"""	2		
204	"""It changes you, Lucy.... But can you ride as well?""
""I'm afraid not.... What's Wildfire going to think of me?""
""He'll like you better, too.... Lucy, how's the King comin' on?"""	0		
205	THE JEST OF THE GODS	0		
206	But neither turned to us; each stared straightly, motionless along the axis of the sinking cone, the woman's left arm holding Ruth close to her side.	2		
207	"“Shut up, you old grizzly!” broke in Dale, sharply.


“Haw! Haw! Good-by, gurls, an' good luck!” ended Bill, as he began to whip the reins.


Bo said good-by quite distinctly, but Helen could only murmur hers. The old driver seemed a friend."	2		
208	"“If he was so warned he didn't heed it, for they went out together as much as ever, though I can't say he called at the house very often.”


“And you think it was about this he and Mr. Carwell quarreled just before Mr. Carwell was stricken?” asked the colonel."	0		
209	"""That's not stealing,"" said Dot; ""that's killing;"" and, although it seemed very difficult to make the little Bear understand, she explained:  ""Stealing is taking away another person's things; and when a person is dead he hasn't anything belonging to him, so it's not stealing to take what belonged to him before, because it isn't his any longer—that is, if it doesn't belong to anyone else."""	1		
210	"Mrs. Dale (agitated). You—have them with you—now?
Ventnor (embarrassed). Why not? One never knows—
Mrs. Dale. Never knows—?
Ventnor (humorously). Gad—when the bank-examiner may come round. You forget I’m a married man."	1		
211	It darted at their throats, striking, coiling, and striking again; coiling and uncoiling with incredible rapidity and flying from leverage points of throats, of faces, of breasts like a spring endowed with consciousness, volition and hatred—and those it struck stood rigid as stone with faces masks of inhuman fear and anguish; and those still unstricken fled.	3		
212	'Miss Mariquita is waiting for you in the carriage,' he said.	2		
213	Rodriguez looked up cautiously to see who had sent him that strange addition to the portents that troubled the chamber, but the ceiling was too high and dim for him to perceive anything but the rope coming down out of the darkness.	3		
214	Now no man has ever been known so to find life without some immediate cause, other than that of his environment, for his optimism. Sir Oliver had several causes.	0		
215	"“Can you prove this astonishing story, Mr. Stone?” asked Mr. Goodrich, with an incredulous look.


“Oh, yes, in lots of ways,” returned Stone. “For one thing, Mr. Hall has in his pocket now a letter from the young lady. The whole matter is of no great importance except as it proves Mr. Hall was not in West Sedgwick that night, and so is not the murderer.”"	2		
216	Then they moved back into the living-room and the story was related consecutively, by Oliver with fanciful adornments, by Mrs. Severance with a chill self-satisfaction that Oliver noticed with pleasure was like touching icicles to Ted.	2		
217	"""I'll--I'll--"" returned Buster Jack, wildly, bursting for expression. His hand went to his gun.
""Go ahead, Buster. Throw your gun on me. That'll save maybe a hell of a lot of talk."""	1		
218	Fu-Manchu excelled. I had known him to enlarge, by artificial culture, a minute species of fungus so as to render it a powerful agent capable of attacking man; his knowledge of venomous insects has probably never been paralleled in the history of the world; whilst, in the sphere of pure toxicology, he had, and has, no rival; the Borgias were children by comparison. But, look where I would, think how I might, no adequate explanation of this latest outrage seemed possible along normal lines.	3		
219	He continued listless and aloof. If he had given his consent to the undertaking, or, rather, allowed himself to be swept into it by the wishes of his officers—it was only because the service offered was of a regular and honourable kind, nowise connected with piracy, with which he swore in his heart that he had done for ever.	0		
220	One gets used to that sort of thing if one travels. Unluckily I’m not so strong as I was. I fear I must have been a trouble to my friends. It was blowing a full gale before midnight.	2		
221	"“I can go right to it, blindfolded, or in the dark.... Oh, John, hurry! I dread the wait. He might come again.”


“Joe says—they won't come very soon.”"	1		
222	"""Tongue cut bad. Thet's a damn shame. Take thet bridle off.... There. If it'd been an ornery hoss, now.... Moore, how'd this happen?"""	1		
223	"""Ugh!"" said Le Mire with a shudder.  ""Never shall I forget that ride. Besides,"" she added, turning to Harry, ""this morning I would be in the way.  Don't you know that your brother has a thousand things to say to you?  He wants to scold you; you must remember that you are a very bad boy."""	0		
224	, for upon presenting myself on the last occasion at the place of exchange frequented by those who hitherto have carried out your spoken promise with obliging exactitude, and at certain stated intervals freely granted to this person a sufficiency of pieces of gold, merely requiring in return an inscribed and signet-bearing record of the fact, I was received with no diminution of sympathetic urbanity, indeed, but with hands quite devoid of outstretched fulness.	1		
225	He heard Jennie cry again—an appealing call quickly hushed. It seemed more to his right, and he plunged that way. He burst into a glade where a smoldering fire and ground covered with footprints and tracks showed that campers had lately been.	4		
226	The sky blazed down and the sand blazed up. The desert was white-hot, with a silver whiteness hotter than gold, and the foreshortened shadows were turquoise blue.	4		
227	As they struck the floor the little man in black emitted a most piercing and terrible scream, and instantly relaxing his efforts of attack, fell to beating the floor with the back of his hands and drubbing with his heels upon the rug in which he had become entangled.	3		
228	"“I never broke my word in my life, and even now I’m not going to begin. While you live I stay silent.”


In the growing light Naida looked about her affrightedly. Then, throwing her arms impulsively around Brinn, she kissed him—a caress that was passionate but sexless; rather the kiss of a mother who parts with a beloved son than that which a woman bestows upon the man she loves; an act of renunciation."	3		
229	"Then he asked me what was my object in visiting him. I answered that I sought a grant of the land south of the Tugela to the sea.
“‘Bring me back the cattle that you say Sikonyela has stolen,’ he said, ‘and we will talk about this land.’ To this I agreed and soon after left the kraal.”"	1		
230	"“You mean you’re afraid of being boiled in the steam from the big hole?” asked Mark.
“Jest so,” replied the colored man.
“You don’t need to worry about that,” put in the professor. “I will not take the ship down if there is any danger, though of course there will be some risk.”"	1		
231	“That was very flattering to me,” said the young lady; “I don’t wonder you laughed.”	0		
232	"“That isn’t poker,” said the gambler. “I have called you. What have you got?”
“Put down another five-pound note, and I’ll put a ten-pound note on top of it.”"	0		
233	I looked toward the city and saw several hundred warriors issuing from the nearest gate. They moved leisurely, as though there were no need for haste—nor was there, as I was presently to learn.	3		
234	"""Such have been my visions and my dreams, Catherine—a few of them. Now they are coming true! And other dreams and other visions—dreams of you and visions of our life together—what of them?"""	0		
235	"It appeared that young Jones was the son, not merely of a plumber, but of a plumber who was decidedly prominent in lodge circles and the smaller areas of politics. His case was therefore precisely the kind that the young men of the Chronicle loved to espouse. The three-column scare-head over their bitterly partisan ""story"" ran thus:"	2		
236	Ahead of Ghak was Hooja the Sly One.  He too entered the conversation occasionally.  Most of his remarks were directed toward Dian the Beautiful.  It didn't take half an eye to see that he had developed a bad case; but the girl appeared totally oblivious to his thinly veiled advances.	0		
237	“My dear,” she said gently, “I have been taught to laugh at most things by a man who never laughed himself; but it’s true that he never spoke of love to me, love as a subject that is.  So perhaps . . . But why?”	0		
238	Her eyes sparkled with excitement; her hand flew in expressive gestures; her little tongue raced with time; yet all to no avail.	2		
239	I confess I could not read it in the least, but it left upon my mind the belief that she was a false woman, and yet ashamed of her own falsity. There was the greatest triumph of her art, that in those terrible circumstances she should still have succeeded in conveying to me, and to the hundreds of others who watched, this conviction of her own turpitude.	0		
240	But when Halsey had finished his electrical course and Gertrude her boarding-school, and both came home to stay, things were suddenly changed. The winter Gertrude came out was nothing but a succession of sitting up late at night to bring her home from things, taking her to the dressmakers between naps the next day, and discouraging ineligible youths with either more money than brains, or more brains than money.	2		
241	Bo reined in the mustang at the porch steps. She wore a buckskin riding-suit which she had made herself, and its soft gray with the touches of red beads was mightily becoming to her. Then she had grown considerably during the winter and now looked too flashing and pretty to resemble a boy, yet singularly healthy and strong and lithe. Red spots shone in her cheeks and her eyes held that ever-dangerous blaze.	4		
242	"“Miss Helen, did you ever see the likes of thet girl?” asked Roy, appealing to Helen.


“No, Roy, I never did,” agreed Helen. “But please—please tell us what has happened.”"	0		
243	A quarter of a mile below the path crossed the little stream and joined the path from Cove Mills’s place, which he used to take when he went to school.	2		
244	"""Ah, now we're beginnin' to reason,"" he answered.  ""I'd probably thought o' that, myself, in a minute more.  By good luck the Glass Cat is free, an' so it can run back to the Emerald City an' tell the Wizard about our fix, an' ask him to come an' help us get loose."""	2		
245	And then, I too, who had not been permitted by the fate to touch the lips of my love, bestowed the first kiss I had ever given woman to Phorenice, that was now being made my wife.	2		
246	It would have been difficult for the customers of Messrs. Mergin and Chater to guess the precise ambition of Mr. Sladden as he walked before them in his neat frock-coat: it was that he might be a man-at-arms or an archer in order to fight for the little golden dragons that flew on a white flag for an unknown king in an inaccessible city.	2		
247	So we tied up our rugs and the yak’s hide in two bundles and, having cut off some more of the frozen meat, began our descent. Now, although the mount was under two hundred feet high, its base, fortunately for us—for otherwise it must have been swept away by the mighty pressure of the avalanche—was broad, so that there was a long expanse of piled-up snow between us and the level ground.	3		
248	However, after Frankie Slade made several ineffectual attempts to hit the ball from the teeing-ground, at last to send it only a few yards, the other players were not so eager to follow. Stillwell had to push Booly forward, and Booly executed a most miserable shot and retired to the laughing comments of his comrades. The efforts of several succeeding cowboys attested to the extreme difficulty of making a good drive.	3		
249	For a moment Numa, the lion, glared ferociously at the naked man-thing upon the tree limb above him. Steadily those yellow-green eyes bored into the clear eyes of the ape-man, and then the sensitive nostrils caught the scent of the fresh blood of Bara and the eyes moved to the carcass lying across the brown shoulder, and there came from the cavernous depths of the savage throat a low whine.	4		
250	The air of the narrow cell took a rosy tinge; he began to think of his friends, and how they would surely be able to do something; of lawyers, and how they would have enjoyed his case, and what an ass he had been not to get in a few; and lastly, he thought of his own great cleverness and resource, and all that he was capable of if he only gave his great mind to it; and the cure was almost complete.	2		
251	Her husband seemed so entirely to depend on what Picard might say that Jeanne decided, should the verdict be unfavorable, she had best be at his side. But, as this would have upset Jimmie's plan, he argued against it. Should the news be bad, he pointed out, for her to receive it in her own home would be much easier for both. Jeanne felt she had been rebuffed, but that, if Jimmie did not want her with him, she no longer was in a position to insist.	0		
252	Late this evening I saw a three-oared curagh with two old women in her besides the rowers, landing at the slip through a heavy roll. They were coming from Inishere, and they rowed up quickly enough till they were within a few yards of the surf-line, where they spun round and waited with the prow towards the sea, while wave after wave passed underneath them and broke on the remains of the slip.	4		
253	"""Did you see it?"" cried Challenger, in exultation.  ""Summerlee, did you see it?""
His colleague was staring at the spot where the creature had disappeared."	1		
254	"They heard no more of him for an hour, and joined Mary and Septimus May,
who were walking on the terrace together. The former was eager to learn
the detective's opinions, but her husband's father had already warned her
that Peter Hardcastle was doomed to fail."	3		
255	There were once four children who spent their summer holidays in a white house, happily situated between a sandpit and a chalkpit. One day they had the good fortune to find in the sandpit a strange creature.	4		
256	This resolution, though the reasons for it had seemed to him so very plain before, he now found more difficult to carry out than to decide on. At length after cursing her and beating her off for upwards of half-an-hour, he admitted to himself that he still did care for her, and even loved her dearly in spite of all, whatever pretence he affected towards her. When he had acknowledged this he looked up at her and met her eyes fixed upon him, and held out his arms to her and said:	2		
257	"Nor did Astok deny the charge when she accused him. He only smiled and pleaded his love for her.
“I would sooner mate with a white ape!” she cried, when he would have urged his suit."	3	3	3
258	“No,” said Stone; “he can’t. I have him covered day and night by my  men. At present, Mr. Shane, he is—I am quite sure—in his office—if you want to  go there—”	2	0	1
259	"It must be that God made me do these things, for I never did them by myself.  It was God who made Teeka rush upon Histah.  Teeka would never go near Histah of her own volition.  It was God who held my knife from the throat of the old Gomangani.  God accomplishes strange things for he is 'all-powerful.' I cannot see Him; but I know that it must be God who does these things.  No Mangani, no Gomangani, no Tarmangani could do them."""	2	2	2
260	He was no New World edition of our poor, tame Marco; and the preliminary fact that he should have anticipated us and arrived beside Como before he was expected to do so, convinced Jenny that he must prove a factor of extreme gravity in all future calculations. I, too, perceived his force of character, and rejoiced to do so, for here appeared an enemy worthy of my invention and resource.	0	0	0
261	Thus it came about that the fine apartment they occupied in Rome had many visitors. Among these was a certain Secretary of Legation, the Hon. Charles Erskine Russell, who, it was expected, would in the course of nature succeed to a peerage.	2	3	3
262	"Thereafter they spoke no more, though their ears were keen for the hunting-cries that continued to rise behind them.
At the fall of darkness they swung the dogs into a cluster of spruce trees on the edge of the waterway and made a camp. The coffin, at the side of the fire, served for seat and table. The wolf-dogs, clustered on the far side of the fire, snarled and bickered among themselves, but evinced no inclination to stray off into the darkness."	4	3	4
263	"""Freddie, here is Julie!""
Behind appeared a tall figure in black. Everybody in the room advanced, including Lady Henry, who, however, after a few steps stood still behind the others, leaning on her stick."	3	1	3
264	"""My dear George, don't be so peppery,"" said his wife, with her hand on the black mane that drooped over the microscope.  ""What can it matter whether the amoeba is alive or not?"""	3	1	3
265	Of no avail now was it for the horsemen to halt dragging their mounts on their haunches, or to turn to fly. The ends of the lunettes had met, the pincer tips had closed. The mounted men were trapped within half-mile-wide circles. And in upon man and horse their living walls marched. Within those enclosures of the doomed began a frantic milling—I shut my eyes—	3	3	3
266	“Yes,” said the soldier, “it is.” Thereupon he put on his feather cap and disappeared from the sight of all as quickly as one might snuff out a candle.	2	1	2
267	"“It comes, my lords, from the Lady with the Hair of Gold, the swallows brought it me. They know from what country it came.”


Then the barons saw themselves mocked and cheated, and they turned with sneers to Tristan, for they thought him to have counselled the trick. But Tristan, when he had looked on the Hair of Gold, remembered Iseult the Fair and smiled and said this:"	2	1	2
268	He must shoot very neatly to hit the cockade and not the head, or even the hat. If the shots had really gone at random, the chances are a thousand to one that they would not have hit such prominent and picturesque objects.	2	3	2
269	There has been a stoppage of the trades, and now it's howling right out of the trade quarter.” He waved his hand into the darkness, as if his vision could dimly penetrate for hundreds of miles. “It is off to the westward. There is something big making off there somewhere—a hurricane or something. We're lucky to be so far to the eastward. But this is only a little blow,” he added. “It can't last. I can tell you that much.”	0	2	2
270	"The dancing ceased the moment the banquet was ready. The cooks had
experienced considerable trouble in restraining some of the boys from the
too free exercise of what they looked upon as the inalienable right of man"	1		
271	After breakfast Scaife got from a house-agent a key for the gates of the staircases on the Ruff. I walked with him along the sands, and sat down in a nook of the cliffs while he investigated the half-dozen of them. I didn’t want to be seen, but the place at this hour was quite deserted, and all the time I was on that beach I saw nothing but the seagulls.	4		
272	The well-drained streets were drying clean as in a black frost; checkered with sharp shadows, twinkling with shop windows, and strikingly free from the more cumbrous forms of traffic.	3		
273	“They got Bill, an’ they may get me, but they’ll sure never get you, young man,” he said, addressing the dead body in its tree-sepulchre.	3		
274	The twin cities of Helium, perceiving that we were friends, sent out hundreds of vessels to aid us, and then began the first real air battle I had ever witnessed.	3		
275	"“I am glad,” Mr. Sabin remarked, “that my visit is opportune. To tell you the truth, Duke, I am anxious to see my wife.”


The Duke coughed."	0		
276	It suddenly became a mere flat edge, and behold! he was past it, and driving headlong down with all the force of his futile blow.	1		
277	"The old maid was shaking in every limb. Her teeth were chattering. She was evidently incapable of opposing the least resistance to Rénine.
""Are you ready to confess everything?"" he asked."	2		
278	"“But this one....”
“This one is a forgery.”
“A forgery?”
“An undoubted forgery. It was an admirable piece of cunning on Daubrecq’s part. Dazzled by the crystal stopper which he flashed before your eyes, you did nothing but look for that stopper in which he had stowed away no matter what, the first bit of paper that came to hand, while he quietly kept....”"	3		
279	This person was olive-skinned, clean-shaven, fine featured, and perfectly groomed. His age might have been anything from twenty-five to forty-five, but his hair and brows were jet black.	4		
280	We had a pleasant meal, with only one unfortunate occurrence—when Olson suggested that possibly the creature we were eating was the same one that ate the German.	3		
281	"“The officer of the guard has them,” replied the Jeddak of Helium, “and he is among those without who seek entrance. You will have to force them.”
Most of the prisoners were already hacking at their bonds with the swords in their hands. The yellow men were battering at the door with javelins and axes."	3		
282	He decided to make a careful exploration of the island. Presently he came to a locked gate labelled “Biddle Stairs,” and clambered over to discover a steep old wooden staircase leading down the face of the cliff amidst a vast and increasing uproar of waters. He left the kitten above and descended these, and discovered with a thrill of hope a path leading among the rocks at the foot of the roaring downrush of the Centre Fall. Perhaps this was a sort of way!	4		
283	Yet he searched and called, it seems, for hours afterwards, for it was late in the afternoon when at length he decided to abandon a useless pursuit and return to his camp on the shores of Fifty Island Water.	3		
284	For several minutes after Celie had disappeared into her room he studied the actions of the wolves in the corral. A short time before he had considered a method of ridding himself of Bram's watchful beasts.	3		
