dataset_idx,example_idx,text,possible_scores,score
6,449,"Sun intends to lure Liu Bei to Jiangdong to marry his sister Lady Sun and hold Liu hostage to exchange his freedom for Jing Province, but the plot fails and the newlywed couple return home safely.","[3, 2, 1, 0]",0
6,425,"It is not a complete novel. Only the first section is written in detail. After that, the remaining three parts are written as a draft, in note form, with Sade's footnotes to himself still present in most translations.","[3, 2, 1, 0]",0
6,413,"Dozens of background characters appear, fade, and reappear. The colonel and Clive are only the central figures in The Newcomes, the action of which begins before the colonel's birth.","[3, 2, 1, 0]",0
6,157,"The microbe contains chemical elements required for terrestrial life and appears to have a crystalline structure, but lacks DNA, RNA, proteins, and amino acids, yet it directly transforms matter to energy and vice versa.","[3, 2, 1, 0]",1
6,122,"Meanwhile, still without a warrant, Fix sees Hong Kong as his last chance to arrest Fogg on British soil. Around this time, Passepartout becomes convinced that Fix is a spy from the Reform Club trying to see if Fogg is really going around the world.","[3, 2, 1, 0]",1
6,29,"By tradition, all blind Fremen are abandoned in the desert, but Paul shocks the Fremen and entrenches his godhead by proving he can still see, even without eyes.","[3, 2, 1, 0]",2
6,123,"In makeshift camps, they hear many stories from others, some coming back from California, and are forced to confront the possibility that their prospects may not be what they hoped.","[3, 2, 1, 0]",1
6,290,"Silk begins an affair with Faunia Farley, a 34-year-old local woman who works as a janitor at the college and is married to an abusive Vietnam veteran.","[3, 2, 1, 0]",2
6,484,"Other stations are abandoned, and Osiris and Anubis are the only two powers in the Universe now. Osiris cultivates life where he can, while Anubis works to destroy it.","[3, 2, 1, 0]",0
6,40,"God tests Abraham by demanding that he sacrifice Isaac. As Abraham is about to lay the knife upon his son, God restrains him, promising him numberless descendants.","[3, 2, 1, 0]",1
6,43,"Claudius, now fearing for his life, finds a legitimate excuse to get rid of the prince: he sends Hamlet to England on a diplomatic pretext, accompanied (and closely watched) by Rosencrantz and Guildenstern.","[3, 2, 1, 0]",0
6,374,In the morning the boy wakes up to the sound of faint whining and goes outside to find Sounder standing there. The dog can only use three of its legs and only has one ear and one eye.,"[3, 2, 1, 0]",3
6,248,"Gandalf and Pippin then head for Minas Tirith in Gondor in preparation for the imminent war against Mordor, while Théoden, Merry and Aragorn remain behind to begin the muster of Rohan, to ride to the aid of Gondor.","[3, 2, 1, 0]",0
6,417,"While growing up, Omar becomes mischievous and learns hypnosis. As a birthday present, Omar Khayyám Shakil's ""mothers"" allow him to leave ""Q."" He enrolls in a school and is convinced by his tutor (Eduardo Rodriguez) to become a doctor.","[3, 2, 1, 0]",0
6,35,"Beatty knows that Montag has a book but acts casual about it, stating that it's natural that every fireman gets curious about books and starts to possess one.","[3, 2, 1, 0]",1
6,389,"When his publisher, Julian, comes to visit, Julian finds himself attracted to Rose. They eventually marry. Macon hires Muriel Pritchett, a quirky young woman with a sickly son, to train his unruly dog, and soon finds himself drifting into a relationship with the two of them.","[3, 2, 1, 0]",1
6,272,"But after viewing two kids die of electrocution, her mind finally snaps; she decides to set fire to the gym. She leaves the prom-goers and chaperones to die in the fire, including Tommy.","[3, 2, 1, 0]",3
6,392,"At the same time, a chaste relationship develops between Raskolnikov and Sonya. Sonya, though a prostitute, is full of Christian virtue and is only driven into the profession by her family's poverty.","[3, 2, 1, 0]",0
6,64,"As with VALIS, Radio Free Albemuth deals with author Philip Dick's highly personal style of Christianity (or Gnosticism). It further examines the moral and ethical repercussions of informing on trusting friends for the authorities.","[3, 2, 1, 0]",0
6,65,"In the spring, Elizabeth visits Charlotte and Mr Collins in Kent. Elizabeth and her hosts are frequently invited to Rosings Park, home of Lady Catherine de Bourgh, Darcy's aunt; coincidentally, Darcy also arrives to visit.","[3, 2, 1, 0]",0
6,337,"Larry has significant spiritual adventures in India and comes back to Paris. What he actually found in India and what he finally concluded are held back from the reader for a considerable time until, in a scene late in the book, Maugham discusses India and spirituality with Larry in a café long into the evening.","[3, 2, 1, 0]",3
6,243,"&#34; Ishmael makes the point that this story of the Fall of Man, which the Takers have adopted as their own, was in fact developed by Leavers to explain the origin of the Takers.","[3, 2, 1, 0]",0
6,281,"Genar-Hofoen is lured to Sleeper Service on a pretext, and only later told that he is there to work with Dajeil to help her recover from her psychological trauma.","[3, 2, 1, 0]",0
6,84,"To show there are no hard feelings, he invites Sir Henry to dine with him and his sister on Friday. Sir Henry then becomes the person doing the surprising, when he and Watson walk in on Barrymore, catching him at night in the room with a candle.","[3, 2, 1, 0]",3
6,135,"Finally, white stripes and ridges start growing over their bodies. Ulam reports that the cells seem to sing. Through infection, conversion and assimilation of humans and other organisms the cells eventually aggregate most of the biosphere of North America into a region seven thousand kilometres wide.","[3, 2, 1, 0]",3
6,270,"Superficially a harmless but expensive hobby, stardropping reins in a fanaticism resembling addiction, where some users assemble in semi-social communes and spend all of their money on increasingly improved equipment.","[3, 2, 1, 0]",1
7,446,"""Hum! Golly de do to-day? Hum! Lily-white Buckra Sailee What dickens you doin' here, sar? Why debbil you want to come? Hum! Picaninnee, dere isn't no sea In City Canoodle-Dum!""
""Oh, mine is a doleful tale! They've treated me werry badly In Lunnon, from where I hail. I'm one of the Family Royal— No common Jack Tar you see; I'm WILLIAM THE FOURTH, far up in the North, A King in my own countree!""","[2, 1, 0]",2
7,310,"""Hold on there, Andy Foger! I want to see you!""
""Ta! ta!""
""See you later,""
""Better go home and take a bath, and then sail away in your submarine, I'll bet it will sink.""","[2, 1, 0]",2
7,216,"""Why--it's the baby! Du kleine, du! Du suszes-- Olga--where's Olga?""
""She did not come.""
""Didn't come?""
""Then we'll go, dear. They won't be a minute over your trunks, I'm sure. Just follow me.""","[2, 1, 0]",1
7,493,"""I think she will live, And about the suffering more, we will face that like men, and see what can be done about it. This makes three little graves on the hill, Jimmy, what do they mean to ye?""
""Domn bad luck,""
""Nothing more? Na responsibility at all. Ye are the father of those children. Have ye never been to the doctor, and asked why ye lost them?""
""No, I haven't,""
""That is ane thing we will do now, and then we will do more, much more.""
""What are you driving at?""
""The secret of Mary's heart,""","[2, 1, 0]",0
7,108,"""Get out of here!""
""If you do, you son of a— I'll mash in your face for you before you get out of here!""
""Admiral Dewey""","[2, 1, 0]",0
7,475,"""I am glad ye are feeling so fine, I had a notion that ye wad be crosser than a badger when ye came to.""
""What's the fun?""","[2, 1, 0]",0
7,276,"""I want to talk with you,""
""What do you want with me? I am your friend, I saw you in the slave-market last week, and regretted that I did not speak to you then. I returned in the evening, but you was gone.""","[2, 1, 0]",0
7,386,"""You must not stop here, You must come away at once.""
""The Sleeper. What has happened to the Sleeper?""","[2, 1, 0]",0
7,373,"""Did we open up much of a hole?""
""Pretty good, Let's give her another.""","[2, 1, 0]",0
7,353,"""Into the boat with them! And guard them well, Lieutenant Drascalo, for I heard them plotting to escape,""
""Lieutenant Drascalo, eh? I think they made a mistake naming him. It ought to be Rascalo. He looks like a rascal.""
""Silenceo!""
""Bless my spark plug! He's a regular fire-eater!""
""Silenceo!""","[2, 1, 0]",0
7,102,"""I'll be glad to sleep in the barn.""
""Well, I dunno, Do you smoke?""
""Sometimes, but I'll do it out of doors. How much will it cost me? I haven't very much money.""
""I reckon about twenty cents for supper, I won't charge ye for the barn.""","[2, 1, 0]",0
7,365,"""Now for the Advance!""
""Come back! Come back, dogs of Americans!""","[2, 1, 0]",0
7,159,"""I've read your thesis, Where did you get your information, Miss Brandeis?""
""I got it at the mill.""
""From one of the employees?""
""Oh, no. I worked there, in the rag-room.""
""I thought that perhaps the editor of the Courier might like to see it--it being local. And interesting.""","[2, 1, 0]",2
7,204,"""None of that socialistic stuff, This isn't a Benevolent Association we're running. It's the biggest mail order business in the world, and its back-bone is System. I've been just fifteen years perfecting that System. It's my job. Hands off.""
""A fifteen year old system ought to be scrapped, Anyway, the Simon Legree thing has gone out.""","[2, 1, 0]",0
7,343,"""They certainly must be trying to sink us, Come, Tom, we'll take a look from the stern and see what they're up to.""
""And get the stern electric gun ready to fire, We must protect ourselves. Mr. Sharp and I will go to the bow. There is no telling what they may do. They're desperate, and may ram us from in front.""","[2, 1, 0]",1
7,332,"""Well, are we all ready?""
""All ready, dad,""
""Then let's get aboard, But first let me take an observation.""
""Did you see anything?""
""Well, there is a boat lying off there, And some one is observing us through a glass. But I don't believe it matters. Probably they're only trying to see what sort of an odd fish we are.""
""All aboard, then,""","[2, 1, 0]",2
7,191,"""Takes your breath away, rather, doesn't it? All that color?""
""Almost too obvious for my taste. I like 'em a little more subdued, myself. Heh, try that! Lie flat. It softens the whole thing. Like this. Now look at it. The lake's like molten copper flowing in. And you can see that silly sun going down in jerks, like a balloon on a string.""","[2, 1, 0]",2
7,224,"""And I'll always wear white, and there'll be pitchers on every table, frosty on the outside, and minty on the inside, and you're all invited.""
""Imagine Mrs. Fenger's face at sight of Mizzi, and Theodore with his violin, and Otti with her shawls and paraphernalia. Though, it's mighty kind of you, and generous--and just like a man.""
""It isn't kindness nor generosity that makes me want to do things for you.""
""Modest, as always.""
""Don't try the ingenue on me, Fanny.""","[2, 1, 0]",0
7,460,"""GEORGIE, stop it! Pray you, drop it; Hark to my appealing: To this foolish Papal rule-ish Twaddle put an ending; This a swerve is From our Service Plain and unpretending.""
""It's a pity— They're so pritty; Yet in mode becoming, Mother tender, I'll surrender— I'll be unaffected—""
""Who is this, sir,— Ballet miss, sir? 'T is my mother, And no other, Go along, sir! You are wrong, sir; You have years in plenty, While this hussy (Gracious mussy!) Isn't two and twenty!""","[2, 1, 0]",0
7,264,"""Whom did you wish to see?""
""Miss Gertrude,""
""What did you want to see her for?""
""My mistress told me to give her and Master Henry her compliments, and ask them to come over and spend the evening.""
""Who is your mistress?""
""Mrs. Miller, sir,""
""And what's your name?""
""Clotelle, sir,""","[2, 1, 0]",0
7,231,"""It went, didn't it? They're like clods, these American audiences. Gad! I'm hungry. What makes this Fenger hang around so? I'm going to tell him to keep away, some day. The way he stares at you. Let's go somewhere to-night, Fan. Or have some people in. I can't sit about after I've played. Olga always used to have a supper party, or something.""
""All right, Ted. Would you like the theater?""","[2, 1, 0]",0
7,61,"""The lady has fainted!""
""The sun has been too much for her, It is most dangerous walking about at this time of day.""","[2, 1, 0]",2
7,126,"""Mr. Utterson, sir, asking to see you,""
""Tell him I cannot see any one,""
""Thank you, sir,""","[2, 1, 0]",0
7,115,"""It's a case of us or the other fellow, and I say the other fellow, every time,""
""Still, he never did us any harm.""
""He was doing it to somebody as hard as he could, you can be sure of that,""","[2, 1, 0]",0
7,32,"""Now den, Chambers, we's gwine to talk business, en dey ain't gwine to be no mo' foolishness. In de fust place, you gits fifty dollahs a month; you's gwine to han' over half of it to yo' ma. Plank it out!""
""Chambers, how much is you in debt?""
""Nearly three hundred dollars.""
""How is you gwine to pay it?""
""Oh, I don't know; don't ask me such awful questions.""","[2, 1, 0]",0
7,173,"""Look here, God! Look here, God! She's done her part. It's up to You now. Don't You let her die! Look at her. Look at her! Is that fair? That's a rotten trick to play on a woman that gave what she gave! What did she ever have of life? Nothing! That little miserable, dirty store, and those little miserable, dirty people. You give her a chance, d'You hear? You give her a chance, God, or I'll----""
""You can come down now. They're all here, I guess. Doctor Thalmann's going to begin.""","[2, 1, 0]",0
7,10,"""That nasty office,""
""I wish it was burnt down,""
""He's—he's—there's a little matter of business that keeps my partner rather late,""
""Oh-h! Business. Don't tell me!""","[2, 1, 0]",1
7,301,"""Who is he?""
""I don't know, but, whoever he is, dad seems afraid of him. I'm going to keep my eyes open.""","[2, 1, 0]",0
7,283,"""What have you done for me?""
""I am the boots, sir.""
""What do I owe you?""
""I took your honor's letter to the post, yesterday, sir.""
""In the name of the Lord, what am I indebted to you for?""
""I told yer vership vot time it vas, this morning.""
""Well! ask here who o'clock it is, and you have got to pay for it.""","[2, 1, 0]",0
7,117,"""What do you want?""
""Does Marija Berczynskas live here?""
""I dunno, What you want wid her?""
""I want to see her, she's a relative of mine.""
""Come in. I'll go see. What's yo' name?""
""Tell her it's Jurgis, Dey ain't no sich person here.""
""I was told this was where she lived! De lady says dey ain't no sich person here,""","[2, 1, 0]",0
7,112,"""Christ! I thought I was done for that time. Did he cut me?""
""Don't see anything, Jake, What's the matter with him?""
""Just crazy drunk, A lame duck, too—but he 'most got me under the bar. Youse had better call the wagon, Billy.""
""No, He's got no more fight in him, I guess—and he's only got a block to go. Git up here, you!""","[2, 1, 0]",1
7,3,"""If I do—But you know better; why should I speak to you!""
""I don't know anything of the sort, What do you say, Marion?""","[2, 1, 0]",0
7,36,"""What's the matter with the other one? What is the blond one going back on us for? Explain! Explain!""
""We have made an unfortunate mistake, gentlemen. I find that the Count Angelo Capello is opposed to our creed--is a teetotaler, in fact, and was not intending to apply for membership with us. He desires that we reconsider the vote by which he was elected. What is the pleasure of the house?""","[2, 1, 0]",0
7,362,"""Fortune favors us! Come on! Make for the small boat. It's near the side ladder. We'll lower the boat and pull to the submarine.""
""Look! The submarine. She's dragged her anchors!""
""It's the San Paulo that's dragging her anchors, not the submarine! We're bearing down on her! We must act quickly. Come on, we'll lower the boat!""","[2, 1, 0]",2
7,323,"""Is everything ready, Tom?""
""Everything,""
""Then open the tanks and admit the water,""","[2, 1, 0]",0
7,30,"""Ain't you ever gwine to he'p me, Marse Tom?""
""No! Now go away and don't bother me any more.""","[2, 1, 0]",0
7,34,"""Well, how does the law come on? Had a case yet?""
""No--not yet,""","[2, 1, 0]",0
7,463,"""Such a big majority of book critics and authors have begun to teach, whether they really believe it or not, that no book is TRUE TO LIFE unless it is true to the WORST IN LIFE, that the idea has infected even the women.""
""What I Have Done with Birds,""","[2, 1, 0]",0
7,16,"""What is it! Will no one look at me? Will no one speak to me? Does no one know me? Is there no voice among you all, to tell me what it is!""
""She is gone.""
""Gone!""
""Fled, my dear Alfred! Gone from her home and us. To-night! She writes that she has made her innocent and blameless choice—entreats that we will forgive her—prays that we will not forget her—and is gone.""
""With whom? Where?""","[2, 1, 0]",0
7,440,"""Oh, my ship, my ship is the first of the Hundred and Seventy-ones!""
""Come down, Little Buttercup, come""","[2, 1, 0]",1
7,169,"""Why--what time is it? What? Have I been sleeping all afternoon? Your mother's getting old.""
""What is it? What's the matter?""
""A stitch, I guess. It's this miserable cold coming on. Is there any asperin in the house? I'll dose myself after supper, and take a hot foot bath and go to bed. I'm dead.""","[2, 1, 0]",0
7,263,"""I don't like dese steamboats, no how, I hope when massa goes on anoder journey, he take de carriage and de hosses.""
""William, you are now a free man, and can go on to Canada, I shall go to Virginia, in search of my daughter.""","[2, 1, 0]",0
7,121,"""I thought it was madness, and now I begin to fear it is disgrace.""
""If any one knows, it will be Lanyon,""","[2, 1, 0]",0
7,142,"""Tired, Fanchen?""
""A little.""
""Bet you're hungry!""
""I was, but I'm not now.""
""M-m-m--wait! Noodle soup. And chicken!""","[2, 1, 0]",1
7,342,"""They won't give up,""
""No, we've got to race them for it, just as Berg proposed, But if they want a straightaway race we'll give it to 'em. Let's run her to the limit, dad.""
""That's what we've been doing, Tom.""
""No, not exactly, for we've been submerged a little too much to get the best speed out of our craft. Let's go a little nearer the surface, and give them the best race they'll ever have.""","[2, 1, 0]",0
7,248,"""What have you been about, sir, and where was you last night when I was called?""
""I don't know, sir. I 'spose I was asleep,""","[2, 1, 0]",0
7,109,"""Hold up your hands,""
""What for? I'll see you in hell first.""
""Do you want to go to jail? I'll have the police—""
""Have 'em! But you won't put your hands on me till you do! I haven't touched anything in your damned house, and I'll not have you touch me!""
""Get out of here!""","[2, 1, 0]",0
7,67,"""It shall be as you ask, You may read the message, Mr. Gordon.""
""This is it,""","[2, 1, 0]",0
7,370,"""At last, Can it be possible we are about to get the treasure?""
""That's the Boldero, all right, I recognize her, even if the name wasn't on her bow. Go right down on the bottom, Tom, and we'll get out the diving suits and make an examination.""","[2, 1, 0]",0
7,478,"""Don't be feeling so badly about it, Dannie, I could have told you when you went after him last night that he would go back as soon as he wakened to-day. I know he is gone. I watched him lave.""
""Noo, dinna ye misjudge him, Mary. He's goin' to a coon hunt to-nicht. Dinna ye see him take my gun?""
""There's a traveling man frae Boston in town, Mary, and he was edifying the boys a little, and Jimmy dinna like it. He's going to show him a little country sport to-nicht to edify him.""","[2, 1, 0]",1
8,903,"These have been attributed to the sharpening of flint and other stone axe @-@ blades on these sarsens . It is possible that these tools were sharpened for use in cutting and carving the timber levers and struts which would have been used in erecting the stones and constructing the tomb . Similar evidence for the sharpening of tools has been found at West Kennet Long Barrow , as well as later prehistoric monuments such as Stonehenge .","[2, 1, 0]",2
8,584,"The name is still used in the local Marathi language . The Portuguese named the island "" Elephanta Island "" in honour of a huge rock @-@ cut black stone statue of an elephant that was then installed on a mound , a short distance east of Gharapuri village . The elephant now sits in the Jijamata Udyaan zoo in Mumbai .","[2, 1, 0]",2
8,590,"Other carvings related to the legend of Shiva are also seen in the main hall at strategic locations in exclusive cubicles ; these include Kalyanasundaramurti , depicting Shiva 's marriage to the goddess Parvati , Andhakasuravadamurti or Andhakasuramardana , the slaying of the demon Andhaka by Shiva , Shiva @-@ Parvati on Mount Kailash ( the abode of Shiva ) , and Ravananugraha , depicting the demon @-@ king Ravana shaking Kailash .","[2, 1, 0]",2
8,484,"These two components shape the portrayal of Trujillo and his regime in The Feast of the Goat . As Lorenzo observes , Vargas Llosa "" reveals traditions of machismo , of abusive fathers , and of child @-@ rearing practices that repeat the shaming of children , so that each generation bequeaths a withering of the soul to the subsequent one . ""","[2, 1, 0]",0
8,248,"The Egyptians also devised false etymologies giving more meanings to divine names . A passage in the Coffin Texts renders the name of the funerary god Sokar as sk r , meaning "" cleaning of the mouth "" , to link his name with his role in the Opening of the Mouth ritual , while one in the Pyramid Texts says the name is based on words shouted by Osiris , connecting Sokar with the most important funerary deity .","[2, 1, 0]",1
8,803,"Twenty @-@ five museums and a host of other institutions were destroyed during the war . According to one estimate , by war 's end 43 % of the infrastructure of Poland 's educational and research institutions and 14 % of its museums had been destroyed .","[2, 1, 0]",1
8,826,They compiled reports on looted and destroyed works and provided artists and scholars with means to continue their work and their publications and to support their families .,"[2, 1, 0]",0
8,416,The vast majority of reagents are monosubstituted at the ylide carbon ( either R1 or R2 as hydrogen ) . Disubstituted reagents are much rarer but have been described :,"[2, 1, 0]",0
8,194,"He idolized his elder brother Terry , who was considered a top NHL prospect until Terry 's career was ended when he suffered a broken neck after being hit from behind into the boards during a college game . While his brother was highly sought by American universities , John received only two scholarship offers , choosing to play for Boston University ( BU ) in 1983 .","[2, 1, 0]",1
8,96,"The Seven Sacraments ; baptismal font panels , St. Andrew 's , Croydon","[2, 1, 0]",0
8,99,"Out of Great Tribulation ; memorial chapel , Norbury Medthodist church , 1948","[2, 1, 0]",0
8,674,The synagogue became too small to accommodate the needs of the ever @-@ growing community . In 1921 a renovation was undertaken to increase the number of available seats . A 1931 plan to increase the capacity to 944 seats was ultimately abandoned . A central heating system was installed in 1933 .,"[2, 1, 0]",1
8,441,"Concerned also with the possibility that a direct attack on the town would cause artillery shells to cross the border into the United States which could provoke an outside intervention , and faced with a series of peace proposals from Díaz , Madero hesitated in attacking the city .","[2, 1, 0]",1
8,362,"Pustularia carbonaria , published by Heinrich Rehm in 1884 , is a synonym of G. carbonaria . Louis @-@ Joseph Grélet proposed the variety Geopyxis carbonaria var. sessilis in 1937 , referring to forms producing fruitbodies without a stalk , but the taxon is not considered to have independent taxonomic significance .","[2, 1, 0]",1
8,433,"Aggarwal has developed an alternative method employing the same sulfide as above and a novel alkylation involving a rhodium carbenoid formed in situ . The method too has limited substrate scope , failing for any electrophiles possessing basic substituents due to competitive consumption of the carbenoid .","[2, 1, 0]",0
8,420,"The R @-@ groups on the sulfur , though typically methyls , have been used to synthesize reagents that can perform enantioselective variants of the reaction ( See Variations below ) . The size of the groups can also influence diastereoselectivity in alicyclic substrates .","[2, 1, 0]",0
8,478,"Colonel Abbes "" may be the devil , but he 's useful to the Chief ; everything bad is attributed to him and only the good to Trujillo "" . Trujillo 's son , Ramfis Trujillo , is a loyal supporter of the Chief .","[2, 1, 0]",0
8,884,"Local folklore grew up around the site , associating it with the burial of a prince and the countless stones motif . The ruin attracted the interest of antiquarians in the 19th century , while archaeological excavation took place in the early 20th . After limited reconstruction , in 1926 ownership was transferred to heritage charity The National Trust . It is open without charge to visitors all year around .","[2, 1, 0]",1
8,746,"He also appeared for the Scottsdale Scorpions in the 1994 Arizona Fall League , batting .252 against the top prospects in baseball . On November 1 , 1994 , his number 23 was retired by the Bulls in a ceremony that included the erection of a permanent sculpture known as The Spirit outside the new United Center .","[2, 1, 0]",1
8,55,"The previous year , club members working with women 's organizations throughout the state , raised money to furnish the Arkansas Building of the Columbian Exposition at The Chicago World 's Fair . At the fair 's conclusion , artifacts from the exhibit were displayed in the Tower Building , with the Æsthetic Club invited to meet in the "" Columbian Room . ""","[2, 1, 0]",0
8,689,"Several French and British military ships were damaged out at sea . In the Carolinas , salt , sugar , rice , and lumber industries suffered considerably , and several individuals were killed .","[2, 1, 0]",2
8,669,"The composition of the main facade , with its dominant drawn @-@ out and elevated projection and the two symmetrical lower lateral parts , reflects the internal division into three naves . At ground @-@ floor level , the front was distinguished by the three @-@ arch entrance and bifora , whereas the first @-@ floor level had a high triforium with an elevated arch and the quadrifoliate rosettes on the staircases .","[2, 1, 0]",2
8,661,"Townsend 's employs a variety of vocal techniques in his work , including screaming , growling or even falsetto . His vocal range has been noted to be over 5 octaves ( C2 to F7 ) .","[2, 1, 0]",0
8,100,"I Am Among You As He That Serveth ; stained glass window design , St. Edmund 's , Pitlake , 1962","[2, 1, 0]",1
8,62,"Barker was a devout Anglican , and donated her artworks to Christian fundraisers and missionary organizations . She produced a few Christian @-@ themed books such as The Children ' s Book of Hymns and , in collaboration with her sister Dorothy , He Leadeth Me . She designed a stained glass window for St. Edmund 's Church , Pitlake , and her painting of the Christ Child , The Darling of the World Has Come , was purchased by Queen Mary .","[2, 1, 0]",1
8,412,"Solvation of charges in the betaine by counterions such as lithium with greater solvation allowing more facile rotation in the betaine intermediate , lowering the amount of reversibility .","[2, 1, 0]",0
8,745,"Jordan has stated this decision was made to pursue the dream of his late father , who had always envisioned his son as a Major League Baseball player . The White Sox were another team owned by Bulls owner Jerry Reinsdorf , who continued to honor Jordan 's basketball contract during the years he played baseball .","[2, 1, 0]",1
8,347,"However , Allied control of the Strait of Otranto meant that the Austro @-@ Hungarian Navy was , for all intents and purposes , effectively bottled up in the Adriatic . Nonetheless , the presence of the Zrínyi and other battleships tied down a substantial force of Allied ships .","[2, 1, 0]",1
8,819,"More than a million Polish citizens were deported to Siberia , many to Gulag concentration camps , for years or decades . Others died , including over 20 @,@ 000 military officers who perished in the Katyn massacres .","[2, 1, 0]",0
8,882,"Although representing part of an architectural tradition of long barrow building that was widespread across Neolithic Europe , the Coldrum Stones belong to a localised regional variant of barrows produced in the vicinity of the River Medway , now known as the Medway Megaliths .","[2, 1, 0]",2
8,111,"The leading margins of the disc are gently concave and converge at a broad angle to the pointed tip of the snout . The small eyes are placed close together , and behind them are the spiracles .","[2, 1, 0]",1
8,254,"Nine , the product of three and three , represents a multitude , so the Egyptians called several large groups "" enneads "" , or sets of nine , even if they had more than nine members . The most prominent ennead was the Ennead of Heliopolis , an extended family of deities descended from the creator god Atum , which incorporates many important gods . The term "" ennead "" was often extended to include all of Egypt 's deities .","[2, 1, 0]",0
8,196,"The National Hockey League passed him over , however , as he went unclaimed in the 1984 NHL Entry Draft . He was named to the Hockey East All @-@ Star Teams in 1985 , 1986 and 1987 , and a National Collegiate Athletic Association East Second Team All @-@ American in 1986 . He graduated as BU 's all @-@ time scoring leader with 241 points , and was named to BU 's Hockey East 25th anniversary team in 2009 .","[2, 1, 0]",0
8,549,"On April 5 , 2011 , Fey 's autobiography , Bossypants , was released to a positive review from The New York Times .","[2, 1, 0]",0
8,459,"He also maintained the existing federal system , by keeping the sitting judges of the Supreme Court , the legislators in federal and state assemblies and the bureaucrats of the various federal agencies .","[2, 1, 0]",0
8,143,"The instrumentation facilitated recording of occurrences of eclipse , appearance of comets , Satellites of Jupiter and Mercury ' s transit . As an addition , under the patronage of Pope Pius X , four rotary observatory domes were also added at strategic locations on the 1 @,@ 300 feet ( 400 m ) long fortification walls , more than a thousand years old .","[2, 1, 0]",2
8,432,"The trouble stems from the need for a nucleophilic sulfide that efficiently generates the ylide which can also act as a good leaving group to form the epoxide . Since the factors underlying these desiderata are at odds , tuning of the catalyst properties has proven difficult . Shown below are several of the most successful catalysts along with the yields and enantiomeric excess for their use in synthesis of ( E ) -stilbene oxide .","[2, 1, 0]",0
8,187,"Later that year , she auctioned a breakfast in Mayfair , London , where she raised around £ 4000 for the Pratham NGO , which helps children 's primary education .","[2, 1, 0]",0
8,285,"But many of the practices involved in their worship , such as processions and oracles , were adapted to fit Christian ideology and persisted as part of the Coptic Church .","[2, 1, 0]",1
8,473,"Each has been wronged by Trujillo and his regime , by torture and brutality , or through assaults on their pride , their religious faith , their morality , or their loved ones .","[2, 1, 0]",0
8,255,"Horus was the most important god in the Early Dynastic Period , Ra rose to preeminence in the Old Kingdom , Amun was supreme in the New , and in the Ptolemaic and Roman periods , Isis was the divine queen and creator goddess .","[2, 1, 0]",0
8,895,"For instance , they would have been taller than most other tomb @-@ shrines in Britain , with internal heights of up to 10 ft . Nevertheless , as with other regional groupings of Early Neolithic tomb @-@ shrines ( such as the Cotswold @-@ Severn group ) , there are also various idiosyncrasies in the different monuments , such as Coldrum 's rectilinear shape , the Chestnut long barrow 's facade , and the long , thin mounds at Addington and Kit 's Coty .","[2, 1, 0]",1
8,945,"In 1986 , during excavation for the new right @-@ of @-@ way , the Department of Transportation found archeological items from the Narragansett Indians dating from about 2 @,@ 000 to 4 @,@ 500 years prior . Although the findings were not centralized in the area , this caused delays for the extension of the freeway . On August 6 , 1988 , RIODT completed construction and performed a ribbon @-@ cutting ceremony for the new highway .","[2, 1, 0]",2
8,77,"Barker died at Worthing Hospital on 16 February 1973 , aged 77 years . Two funeral services were held – one in Storrington Church and one in Barker 's maisonette . Her ashes were scattered in Storrington churchyard . In 1989 , Frederick Warne , a division of Penguin Books since 1983 , acquired the Flower Fairies properties .","[2, 1, 0]",2
8,453,"The revolutionary forces were to be demobilized as soon as possible and the federal forces were to be the only army in Mexico . This was in order to appease the army , which had opposed a compromise with Madero .","[2, 1, 0]",0
8,827,"Other important patrons of Polish culture included the Roman Catholic Church and Polish aristocrats , who likewise supported artists and safeguarded Polish heritage ( notable patrons included Cardinal Adam Stefan Sapieha and a former politician , Janusz Radziwiłł ) . Some private publishers , including Stefan Kamieński , Zbigniew Mitzner and the Ossolineum publishing house , paid writers for books that would be delivered after the war .","[2, 1, 0]",1
8,876,"The ship continued on to Kiel via Neufahrwasser in Danzig ; she then went on to Wilhelmshaven , where the mine damage was repaired . The work was completed at the Imperial Dockyard from 6 to 23 November . After repairs were completed , Markgraf returned to guard duty in the North Sea . She missed an attempted raid on a British convoy on 23 – 25 April 1918 , as she was in dock in Kiel from 15 March to 5 May for the installation of a new foremast .","[2, 1, 0]",1
8,563,"She also supports the Love Our Children USA organization , which fights violence against children , who named her among their Mothers Who Make a Difference , in 2009 . She was the 2009 national spokesperson for the Light the Night Walk , which benefits the Leukemia & Lymphoma Society .","[2, 1, 0]",0
8,51,"In 1864 , after Little Rock fell to the Union Army and the arsenal had been recaptured , General Fredrick Steele marched 8 @,@ 500 troops from the arsenal beginning the Camden Expedition .","[2, 1, 0]",2
8,667,"However , a new urban planning scheme of 1864 reduced the area available for construction , and the community decided to buy another parcel of 1 @,@ 540 square metres ( 16 @,@ 600 sq ft ) in Maria Valeria Street , approximately 80 metres ( 260 ft ) south of the original location .","[2, 1, 0]",0
9,276,"In addition to the frustration over the report, the family has been unable to hold an inquest or a funeral as Ms Coriam's remains have not been recovered.","[2, 1, 0]",0
