dataset_idx,example_idx,text,possible_scores,score
7,264,"""Whom did you wish to see?""
""Miss Gertrude,""
""What did you want to see her for?""
""My mistress told me to give her and Master Henry her compliments, and ask them to come over and spend the evening.""
""Who is your mistress?""
""Mrs. Miller, sir,""
""And what's your name?""
""Clotelle, sir,""","[2, 1, 0]",0
7,231,"""It went, didn't it? They're like clods, these American audiences. Gad! I'm hungry. What makes this Fenger hang around so? I'm going to tell him to keep away, some day. The way he stares at you. Let's go somewhere to-night, Fan. Or have some people in. I can't sit about after I've played. Olga always used to have a supper party, or something.""
""All right, Ted. Would you like the theater?""","[2, 1, 0]",0
7,61,"""The lady has fainted!""
""The sun has been too much for her, It is most dangerous walking about at this time of day.""","[2, 1, 0]",2
7,126,"""Mr. Utterson, sir, asking to see you,""
""Tell him I cannot see any one,""
""Thank you, sir,""","[2, 1, 0]",0
7,115,"""It's a case of us or the other fellow, and I say the other fellow, every time,""
""Still, he never did us any harm.""
""He was doing it to somebody as hard as he could, you can be sure of that,""","[2, 1, 0]",0
7,32,"""Now den, Chambers, we's gwine to talk business, en dey ain't gwine to be no mo' foolishness. In de fust place, you gits fifty dollahs a month; you's gwine to han' over half of it to yo' ma. Plank it out!""
""Chambers, how much is you in debt?""
""Nearly three hundred dollars.""
""How is you gwine to pay it?""
""Oh, I don't know; don't ask me such awful questions.""","[2, 1, 0]",0
7,173,"""Look here, God! Look here, God! She's done her part. It's up to You now. Don't You let her die! Look at her. Look at her! Is that fair? That's a rotten trick to play on a woman that gave what she gave! What did she ever have of life? Nothing! That little miserable, dirty store, and those little miserable, dirty people. You give her a chance, d'You hear? You give her a chance, God, or I'll----""
""You can come down now. They're all here, I guess. Doctor Thalmann's going to begin.""","[2, 1, 0]",0
7,10,"""That nasty office,""
""I wish it was burnt down,""
""He's—he's—there's a little matter of business that keeps my partner rather late,""
""Oh-h! Business. Don't tell me!""","[2, 1, 0]",1
7,301,"""Who is he?""
""I don't know, but, whoever he is, dad seems afraid of him. I'm going to keep my eyes open.""","[2, 1, 0]",0
7,283,"""What have you done for me?""
""I am the boots, sir.""
""What do I owe you?""
""I took your honor's letter to the post, yesterday, sir.""
""In the name of the Lord, what am I indebted to you for?""
""I told yer vership vot time it vas, this morning.""
""Well! ask here who o'clock it is, and you have got to pay for it.""","[2, 1, 0]",0
7,117,"""What do you want?""
""Does Marija Berczynskas live here?""
""I dunno, What you want wid her?""
""I want to see her, she's a relative of mine.""
""Come in. I'll go see. What's yo' name?""
""Tell her it's Jurgis, Dey ain't no sich person here.""
""I was told this was where she lived! De lady says dey ain't no sich person here,""","[2, 1, 0]",0
7,112,"""Christ! I thought I was done for that time. Did he cut me?""
""Don't see anything, Jake, What's the matter with him?""
""Just crazy drunk, A lame duck, too—but he 'most got me under the bar. Youse had better call the wagon, Billy.""
""No, He's got no more fight in him, I guess—and he's only got a block to go. Git up here, you!""","[2, 1, 0]",1
7,3,"""If I do—But you know better; why should I speak to you!""
""I don't know anything of the sort, What do you say, Marion?""","[2, 1, 0]",0
7,36,"""What's the matter with the other one? What is the blond one going back on us for? Explain! Explain!""
""We have made an unfortunate mistake, gentlemen. I find that the Count Angelo Capello is opposed to our creed--is a teetotaler, in fact, and was not intending to apply for membership with us. He desires that we reconsider the vote by which he was elected. What is the pleasure of the house?""","[2, 1, 0]",0
7,362,"""Fortune favors us! Come on! Make for the small boat. It's near the side ladder. We'll lower the boat and pull to the submarine.""
""Look! The submarine. She's dragged her anchors!""
""It's the San Paulo that's dragging her anchors, not the submarine! We're bearing down on her! We must act quickly. Come on, we'll lower the boat!""","[2, 1, 0]",2
7,323,"""Is everything ready, Tom?""
""Everything,""
""Then open the tanks and admit the water,""","[2, 1, 0]",0
7,30,"""Ain't you ever gwine to he'p me, Marse Tom?""
""No! Now go away and don't bother me any more.""","[2, 1, 0]",0
7,34,"""Well, how does the law come on? Had a case yet?""
""No--not yet,""","[2, 1, 0]",0
7,463,"""Such a big majority of book critics and authors have begun to teach, whether they really believe it or not, that no book is TRUE TO LIFE unless it is true to the WORST IN LIFE, that the idea has infected even the women.""
""What I Have Done with Birds,""","[2, 1, 0]",0
7,16,"""What is it! Will no one look at me? Will no one speak to me? Does no one know me? Is there no voice among you all, to tell me what it is!""
""She is gone.""
""Gone!""
""Fled, my dear Alfred! Gone from her home and us. To-night! She writes that she has made her innocent and blameless choice—entreats that we will forgive her—prays that we will not forget her—and is gone.""
""With whom? Where?""","[2, 1, 0]",0
7,440,"""Oh, my ship, my ship is the first of the Hundred and Seventy-ones!""
""Come down, Little Buttercup, come""","[2, 1, 0]",1
7,169,"""Why--what time is it? What? Have I been sleeping all afternoon? Your mother's getting old.""
""What is it? What's the matter?""
""A stitch, I guess. It's this miserable cold coming on. Is there any asperin in the house? I'll dose myself after supper, and take a hot foot bath and go to bed. I'm dead.""","[2, 1, 0]",0
7,263,"""I don't like dese steamboats, no how, I hope when massa goes on anoder journey, he take de carriage and de hosses.""
""William, you are now a free man, and can go on to Canada, I shall go to Virginia, in search of my daughter.""","[2, 1, 0]",0
7,121,"""I thought it was madness, and now I begin to fear it is disgrace.""
""If any one knows, it will be Lanyon,""","[2, 1, 0]",0
7,142,"""Tired, Fanchen?""
""A little.""
""Bet you're hungry!""
""I was, but I'm not now.""
""M-m-m--wait! Noodle soup. And chicken!""","[2, 1, 0]",1
7,342,"""They won't give up,""
""No, we've got to race them for it, just as Berg proposed, But if they want a straightaway race we'll give it to 'em. Let's run her to the limit, dad.""
""That's what we've been doing, Tom.""
""No, not exactly, for we've been submerged a little too much to get the best speed out of our craft. Let's go a little nearer the surface, and give them the best race they'll ever have.""","[2, 1, 0]",0
7,248,"""What have you been about, sir, and where was you last night when I was called?""
""I don't know, sir. I 'spose I was asleep,""","[2, 1, 0]",0
7,109,"""Hold up your hands,""
""What for? I'll see you in hell first.""
""Do you want to go to jail? I'll have the police—""
""Have 'em! But you won't put your hands on me till you do! I haven't touched anything in your damned house, and I'll not have you touch me!""
""Get out of here!""","[2, 1, 0]",0
7,67,"""It shall be as you ask, You may read the message, Mr. Gordon.""
""This is it,""","[2, 1, 0]",0
7,370,"""At last, Can it be possible we are about to get the treasure?""
""That's the Boldero, all right, I recognize her, even if the name wasn't on her bow. Go right down on the bottom, Tom, and we'll get out the diving suits and make an examination.""","[2, 1, 0]",0
7,478,"""Don't be feeling so badly about it, Dannie, I could have told you when you went after him last night that he would go back as soon as he wakened to-day. I know he is gone. I watched him lave.""
""Noo, dinna ye misjudge him, Mary. He's goin' to a coon hunt to-nicht. Dinna ye see him take my gun?""
""There's a traveling man frae Boston in town, Mary, and he was edifying the boys a little, and Jimmy dinna like it. He's going to show him a little country sport to-nicht to edify him.""","[2, 1, 0]",1
8,903,"These have been attributed to the sharpening of flint and other stone axe @-@ blades on these sarsens . It is possible that these tools were sharpened for use in cutting and carving the timber levers and struts which would have been used in erecting the stones and constructing the tomb . Similar evidence for the sharpening of tools has been found at West Kennet Long Barrow , as well as later prehistoric monuments such as Stonehenge .","[2, 1, 0]",2
8,584,"The name is still used in the local Marathi language . The Portuguese named the island "" Elephanta Island "" in honour of a huge rock @-@ cut black stone statue of an elephant that was then installed on a mound , a short distance east of Gharapuri village . The elephant now sits in the Jijamata Udyaan zoo in Mumbai .","[2, 1, 0]",2
8,590,"Other carvings related to the legend of Shiva are also seen in the main hall at strategic locations in exclusive cubicles ; these include Kalyanasundaramurti , depicting Shiva 's marriage to the goddess Parvati , Andhakasuravadamurti or Andhakasuramardana , the slaying of the demon Andhaka by Shiva , Shiva @-@ Parvati on Mount Kailash ( the abode of Shiva ) , and Ravananugraha , depicting the demon @-@ king Ravana shaking Kailash .","[2, 1, 0]",2
8,484,"These two components shape the portrayal of Trujillo and his regime in The Feast of the Goat . As Lorenzo observes , Vargas Llosa "" reveals traditions of machismo , of abusive fathers , and of child @-@ rearing practices that repeat the shaming of children , so that each generation bequeaths a withering of the soul to the subsequent one . ""","[2, 1, 0]",0
8,248,"The Egyptians also devised false etymologies giving more meanings to divine names . A passage in the Coffin Texts renders the name of the funerary god Sokar as sk r , meaning "" cleaning of the mouth "" , to link his name with his role in the Opening of the Mouth ritual , while one in the Pyramid Texts says the name is based on words shouted by Osiris , connecting Sokar with the most important funerary deity .","[2, 1, 0]",1
8,803,"Twenty @-@ five museums and a host of other institutions were destroyed during the war . According to one estimate , by war 's end 43 % of the infrastructure of Poland 's educational and research institutions and 14 % of its museums had been destroyed .","[2, 1, 0]",1
8,826,They compiled reports on looted and destroyed works and provided artists and scholars with means to continue their work and their publications and to support their families .,"[2, 1, 0]",0
8,416,The vast majority of reagents are monosubstituted at the ylide carbon ( either R1 or R2 as hydrogen ) . Disubstituted reagents are much rarer but have been described :,"[2, 1, 0]",0
8,194,"He idolized his elder brother Terry , who was considered a top NHL prospect until Terry 's career was ended when he suffered a broken neck after being hit from behind into the boards during a college game . While his brother was highly sought by American universities , John received only two scholarship offers , choosing to play for Boston University ( BU ) in 1983 .","[2, 1, 0]",1
8,96,"The Seven Sacraments ; baptismal font panels , St. Andrew 's , Croydon","[2, 1, 0]",0
8,99,"Out of Great Tribulation ; memorial chapel , Norbury Medthodist church , 1948","[2, 1, 0]",0
8,674,The synagogue became too small to accommodate the needs of the ever @-@ growing community . In 1921 a renovation was undertaken to increase the number of available seats . A 1931 plan to increase the capacity to 944 seats was ultimately abandoned . A central heating system was installed in 1933 .,"[2, 1, 0]",1
8,441,"Concerned also with the possibility that a direct attack on the town would cause artillery shells to cross the border into the United States which could provoke an outside intervention , and faced with a series of peace proposals from Díaz , Madero hesitated in attacking the city .","[2, 1, 0]",1
8,362,"Pustularia carbonaria , published by Heinrich Rehm in 1884 , is a synonym of G. carbonaria . Louis @-@ Joseph Grélet proposed the variety Geopyxis carbonaria var. sessilis in 1937 , referring to forms producing fruitbodies without a stalk , but the taxon is not considered to have independent taxonomic significance .","[2, 1, 0]",1
8,433,"Aggarwal has developed an alternative method employing the same sulfide as above and a novel alkylation involving a rhodium carbenoid formed in situ . The method too has limited substrate scope , failing for any electrophiles possessing basic substituents due to competitive consumption of the carbenoid .","[2, 1, 0]",0
8,420,"The R @-@ groups on the sulfur , though typically methyls , have been used to synthesize reagents that can perform enantioselective variants of the reaction ( See Variations below ) . The size of the groups can also influence diastereoselectivity in alicyclic substrates .","[2, 1, 0]",0
8,478,"Colonel Abbes "" may be the devil , but he 's useful to the Chief ; everything bad is attributed to him and only the good to Trujillo "" . Trujillo 's son , Ramfis Trujillo , is a loyal supporter of the Chief .","[2, 1, 0]",0
8,884,"Local folklore grew up around the site , associating it with the burial of a prince and the countless stones motif . The ruin attracted the interest of antiquarians in the 19th century , while archaeological excavation took place in the early 20th . After limited reconstruction , in 1926 ownership was transferred to heritage charity The National Trust . It is open without charge to visitors all year around .","[2, 1, 0]",1
8,746,"He also appeared for the Scottsdale Scorpions in the 1994 Arizona Fall League , batting .252 against the top prospects in baseball . On November 1 , 1994 , his number 23 was retired by the Bulls in a ceremony that included the erection of a permanent sculpture known as The Spirit outside the new United Center .","[2, 1, 0]",1
8,55,"The previous year , club members working with women 's organizations throughout the state , raised money to furnish the Arkansas Building of the Columbian Exposition at The Chicago World 's Fair . At the fair 's conclusion , artifacts from the exhibit were displayed in the Tower Building , with the Æsthetic Club invited to meet in the "" Columbian Room . ""","[2, 1, 0]",0
8,689,"Several French and British military ships were damaged out at sea . In the Carolinas , salt , sugar , rice , and lumber industries suffered considerably , and several individuals were killed .","[2, 1, 0]",2
8,669,"The composition of the main facade , with its dominant drawn @-@ out and elevated projection and the two symmetrical lower lateral parts , reflects the internal division into three naves . At ground @-@ floor level , the front was distinguished by the three @-@ arch entrance and bifora , whereas the first @-@ floor level had a high triforium with an elevated arch and the quadrifoliate rosettes on the staircases .","[2, 1, 0]",2
8,661,"Townsend 's employs a variety of vocal techniques in his work , including screaming , growling or even falsetto . His vocal range has been noted to be over 5 octaves ( C2 to F7 ) .","[2, 1, 0]",0
8,100,"I Am Among You As He That Serveth ; stained glass window design , St. Edmund 's , Pitlake , 1962","[2, 1, 0]",1
8,62,"Barker was a devout Anglican , and donated her artworks to Christian fundraisers and missionary organizations . She produced a few Christian @-@ themed books such as The Children ' s Book of Hymns and , in collaboration with her sister Dorothy , He Leadeth Me . She designed a stained glass window for St. Edmund 's Church , Pitlake , and her painting of the Christ Child , The Darling of the World Has Come , was purchased by Queen Mary .","[2, 1, 0]",1
8,412,"Solvation of charges in the betaine by counterions such as lithium with greater solvation allowing more facile rotation in the betaine intermediate , lowering the amount of reversibility .","[2, 1, 0]",0
8,745,"Jordan has stated this decision was made to pursue the dream of his late father , who had always envisioned his son as a Major League Baseball player . The White Sox were another team owned by Bulls owner Jerry Reinsdorf , who continued to honor Jordan 's basketball contract during the years he played baseball .","[2, 1, 0]",1
8,347,"However , Allied control of the Strait of Otranto meant that the Austro @-@ Hungarian Navy was , for all intents and purposes , effectively bottled up in the Adriatic . Nonetheless , the presence of the Zrínyi and other battleships tied down a substantial force of Allied ships .","[2, 1, 0]",1
8,819,"More than a million Polish citizens were deported to Siberia , many to Gulag concentration camps , for years or decades . Others died , including over 20 @,@ 000 military officers who perished in the Katyn massacres .","[2, 1, 0]",0
8,882,"Although representing part of an architectural tradition of long barrow building that was widespread across Neolithic Europe , the Coldrum Stones belong to a localised regional variant of barrows produced in the vicinity of the River Medway , now known as the Medway Megaliths .","[2, 1, 0]",2
8,111,"The leading margins of the disc are gently concave and converge at a broad angle to the pointed tip of the snout . The small eyes are placed close together , and behind them are the spiracles .","[2, 1, 0]",1
8,254,"Nine , the product of three and three , represents a multitude , so the Egyptians called several large groups "" enneads "" , or sets of nine , even if they had more than nine members . The most prominent ennead was the Ennead of Heliopolis , an extended family of deities descended from the creator god Atum , which incorporates many important gods . The term "" ennead "" was often extended to include all of Egypt 's deities .","[2, 1, 0]",0
8,196,"The National Hockey League passed him over , however , as he went unclaimed in the 1984 NHL Entry Draft . He was named to the Hockey East All @-@ Star Teams in 1985 , 1986 and 1987 , and a National Collegiate Athletic Association East Second Team All @-@ American in 1986 . He graduated as BU 's all @-@ time scoring leader with 241 points , and was named to BU 's Hockey East 25th anniversary team in 2009 .","[2, 1, 0]",0
8,549,"On April 5 , 2011 , Fey 's autobiography , Bossypants , was released to a positive review from The New York Times .","[2, 1, 0]",0
8,459,"He also maintained the existing federal system , by keeping the sitting judges of the Supreme Court , the legislators in federal and state assemblies and the bureaucrats of the various federal agencies .","[2, 1, 0]",0
8,143,"The instrumentation facilitated recording of occurrences of eclipse , appearance of comets , Satellites of Jupiter and Mercury ' s transit . As an addition , under the patronage of Pope Pius X , four rotary observatory domes were also added at strategic locations on the 1 @,@ 300 feet ( 400 m ) long fortification walls , more than a thousand years old .","[2, 1, 0]",2
8,432,"The trouble stems from the need for a nucleophilic sulfide that efficiently generates the ylide which can also act as a good leaving group to form the epoxide . Since the factors underlying these desiderata are at odds , tuning of the catalyst properties has proven difficult . Shown below are several of the most successful catalysts along with the yields and enantiomeric excess for their use in synthesis of ( E ) -stilbene oxide .","[2, 1, 0]",0
8,187,"Later that year , she auctioned a breakfast in Mayfair , London , where she raised around £ 4000 for the Pratham NGO , which helps children 's primary education .","[2, 1, 0]",0
8,285,"But many of the practices involved in their worship , such as processions and oracles , were adapted to fit Christian ideology and persisted as part of the Coptic Church .","[2, 1, 0]",1
8,473,"Each has been wronged by Trujillo and his regime , by torture and brutality , or through assaults on their pride , their religious faith , their morality , or their loved ones .","[2, 1, 0]",0
8,255,"Horus was the most important god in the Early Dynastic Period , Ra rose to preeminence in the Old Kingdom , Amun was supreme in the New , and in the Ptolemaic and Roman periods , Isis was the divine queen and creator goddess .","[2, 1, 0]",0
8,895,"For instance , they would have been taller than most other tomb @-@ shrines in Britain , with internal heights of up to 10 ft . Nevertheless , as with other regional groupings of Early Neolithic tomb @-@ shrines ( such as the Cotswold @-@ Severn group ) , there are also various idiosyncrasies in the different monuments , such as Coldrum 's rectilinear shape , the Chestnut long barrow 's facade , and the long , thin mounds at Addington and Kit 's Coty .","[2, 1, 0]",1
8,945,"In 1986 , during excavation for the new right @-@ of @-@ way , the Department of Transportation found archeological items from the Narragansett Indians dating from about 2 @,@ 000 to 4 @,@ 500 years prior . Although the findings were not centralized in the area , this caused delays for the extension of the freeway . On August 6 , 1988 , RIODT completed construction and performed a ribbon @-@ cutting ceremony for the new highway .","[2, 1, 0]",2
8,77,"Barker died at Worthing Hospital on 16 February 1973 , aged 77 years . Two funeral services were held – one in Storrington Church and one in Barker 's maisonette . Her ashes were scattered in Storrington churchyard . In 1989 , Frederick Warne , a division of Penguin Books since 1983 , acquired the Flower Fairies properties .","[2, 1, 0]",2
8,453,"The revolutionary forces were to be demobilized as soon as possible and the federal forces were to be the only army in Mexico . This was in order to appease the army , which had opposed a compromise with Madero .","[2, 1, 0]",0
8,827,"Other important patrons of Polish culture included the Roman Catholic Church and Polish aristocrats , who likewise supported artists and safeguarded Polish heritage ( notable patrons included Cardinal Adam Stefan Sapieha and a former politician , Janusz Radziwiłł ) . Some private publishers , including Stefan Kamieński , Zbigniew Mitzner and the Ossolineum publishing house , paid writers for books that would be delivered after the war .","[2, 1, 0]",1
8,876,"The ship continued on to Kiel via Neufahrwasser in Danzig ; she then went on to Wilhelmshaven , where the mine damage was repaired . The work was completed at the Imperial Dockyard from 6 to 23 November . After repairs were completed , Markgraf returned to guard duty in the North Sea . She missed an attempted raid on a British convoy on 23 – 25 April 1918 , as she was in dock in Kiel from 15 March to 5 May for the installation of a new foremast .","[2, 1, 0]",1
8,563,"She also supports the Love Our Children USA organization , which fights violence against children , who named her among their Mothers Who Make a Difference , in 2009 . She was the 2009 national spokesperson for the Light the Night Walk , which benefits the Leukemia & Lymphoma Society .","[2, 1, 0]",0
8,51,"In 1864 , after Little Rock fell to the Union Army and the arsenal had been recaptured , General Fredrick Steele marched 8 @,@ 500 troops from the arsenal beginning the Camden Expedition .","[2, 1, 0]",2
8,667,"However , a new urban planning scheme of 1864 reduced the area available for construction , and the community decided to buy another parcel of 1 @,@ 540 square metres ( 16 @,@ 600 sq ft ) in Maria Valeria Street , approximately 80 metres ( 260 ft ) south of the original location .","[2, 1, 0]",0
9,276,"In addition to the frustration over the report, the family has been unable to hold an inquest or a funeral as Ms Coriam's remains have not been recovered.","[2, 1, 0]",0
9,428,"The married English teacher and Burnley FC season ticket holder added: ""People have been told times are getting better but that is not what it seems if you have lost your job or are suffering welfare cuts.""","[2, 1, 0]",0
9,7,"Ministers said the new formula was needed to tackle uneven levels of funding across England, with the best funded areas getting more than £6,300 per pupil per year, while the worst-funded averaging £4,200.","[2, 1, 0]",0
9,496,"22 November 2015 Last updated at 14:58 GMT
Yusf Pirot said he wanted to show people that ""not all Muslims are terrorists"".
Another video of a blindfolded Muslim man asking for hugs in the aftermath of the Paris attacks has also gone viral.","[2, 1, 0]",2
9,47,"Cobham - familiar to Chelsea footballers and their WAGS - has average prices of £1.043m.
And anyone wanting to buy in Beaconsfield can expect to pay £1.003m.","[2, 1, 0]",0
9,474,"Another attack in Edinburgh included an attempt to cut off a victim's finger.
Passing sentence, judge Lord Kingarth said: ""You showed yourself capable of taking sadistic pleasure in the infliction of pain and the inspiration of real terror over long periods. You pose a substantial danger to the public.""","[2, 1, 0]",1
9,385,Hawaii's remoteness from the mainland makes it hard to get emergency supplies to the state. Stores have had to quickly restock bottled water and other supplies.,"[2, 1, 0]",1
9,434,"The casualties occurred before the ""medevac"" helicopter was called in.
Some reports said the helicopter, believed to be a UH-60 Black Hawk, had also come under fire.","[2, 1, 0]",1
9,121,"The council, on which he represents Taverham South ward, welcomed the news.
""We are very pleased that this issue has been resolved and Councillor Clancy can now put this difficult period behind him,"" said a spokeswoman.","[2, 1, 0]",0
9,85,"""That's our law so why would you accept that gender?"" he said.
""Wherever God placed you, just remain there. Do not mix it upâ€¦ You erase the great divide between a woman and a man,"" he added.","[2, 1, 0]",0
9,208,"Told by her teacher to stop studying and get a job, Marieme plays truant with her new group of friends and becomes a gang fighter. Soon, footage of her beating up other girls is filmed and put on to social media.","[2, 1, 0]",2
9,248,"But he lost the use of his legs in an accident during a live show in 2013.
He said equipment for people with disabilities could prove expensive so the money would be put to good use.","[2, 1, 0]",1
9,246,"Codenamed Operation Chastise, eight of the 19 planes were lost, 53 men died and three were captured.
Despite Mr Johnson describing it as a ""thrilling experience"", he said he was ""disgusted"" Bomber Command had never been given its own campaign medal.","[2, 1, 0]",0
9,109,"Anyone with specific concerns about a child is asked to call Hertfordshire County Council on 0300 123 4043.
A statement from the LL Camps team was posted its Facebook page on Thursday. It said the camp had closed with ""immediate effect"" and it ""cannot disclose any further information"".","[2, 1, 0]",0
9,442,"He then won five of the six frames in Monday's opening session to drag his rival into unfamiliar territory, O'Sullivan having never before trailed heading into the final session of a Crucible final.","[2, 1, 0]",0
9,205,"Mr Gallagher had reported a fire at his home about half a mile away in Blind Lane, minutes before police were called to the farmhouse on Sudburys Farm Road on 30 July.","[2, 1, 0]",1
9,462,"Dalton Tyler, who said he was a friend of Mr Roof, told ABC News the suspect had spoken in support of racial segregation and had said ""he wanted to start a civil war"".","[2, 1, 0]",0
9,30,"His co-owner, Manish Chandani, told AFP news agency they had never intended to glorify Hitler.
""I was not aware of Hitler being responsible for the killings of six million people before the shop's inauguration. This time I will choose a non-controversial name.""","[2, 1, 0]",0
9,84,"""We will not rush him and we will make sure he is fine before he comes back.""
Bradstock said she hoped to see the 10-year-old race at the Punchestown Gold Cup in Ireland on 26 April but could not guarantee he would make the Bowl Chase at Aintree on 6 April.","[2, 1, 0]",0
9,194,"Please click on this page for the latest listings.
Fixtures and start times are subject to change. The BBC is not responsible for any changes that may be made.","[2, 1, 0]",0
9,1,"""His absence, however, does give opportunities to other players who are desperate to play in the first XI.
""In the past we have coped well without an overseas player and I expect us to do so now.""","[2, 1, 0]",0
9,199,"Smoke was seen rising above the scene of the attack in the north of the city.
Reports suggested the bombers' vehicle was stopped outside the facility by guards.","[2, 1, 0]",1
9,135,"""We will do whatever we can to support the authorities investigating her disappearance and searching for her, as well as providing support to her colleagues, who are anxious for her wellbeing.""","[2, 1, 0]",0
9,401,"Det Supt Dave McLaren said further information about the incident would be released in due course.
""At this time the investigation is in its very early stages,"" he said.","[2, 1, 0]",0
9,232,"""Every driver owes it to themselves, their passengers and other road users to make sure they are fit to get behind the wheel, and that includes not being too tired.","[2, 1, 0]",1
9,146,"However, a recent survey of the UK construction sector suggested that activity had picked up again in January.
And Howard Archer, an economist at IHS Global Insight, noted that while housebuilding had dipped in the final quarter of 2014, it was still up 18.7% from a year earlier.","[2, 1, 0]",0
9,216,"But the headlines belonged to 21-year-old Phillips, who doubled his career tally for Leeds during the first half to put the visitors in control.
New Zealand forward Wood, who scored 30 goals last season as Leeds narrowly missed out on the play-offs, also opened his account with a clinical header in off the underside of the bar.","[2, 1, 0]",0
9,356,But some experts see real opportunities for Russia either way: if the Greek marriage to the EU were to end in a messy divorce or if Greece stays in but continues to hedge its bets through friendship with Moscow.,"[2, 1, 0]",0
9,490,"The National Weather Service is predicting that the chance of thunderstorms will continue in the region throughout the week, with temperatures expected to reach 32C (92F).","[2, 1, 0]",0
9,374,The Chinese push for renewable energy is the largest the world has ever seen. And look at the global figure for solar panels installed last year - it was half a million every day.,"[2, 1, 0]",0
9,284,"In a statement, the Polish foreign ministry said: ""We share the pain of the family and the loved ones of the victims and express our most sincere condolences.","[2, 1, 0]",0
9,338,"""Then when it came to matching up musical ideas that I'd had with likely topics for the album, and having watched the footage of Gagarin's reception on returning to Earth, it seemed to make sense to me in quite an attractively odd and incongruous way.","[2, 1, 0]",1
9,367,"Afterwards, Ferris got out of the car and spoke to Mrs Carson who was lying on the pavement.
What he said was not heard, but a bystander then saw him put his hands to his head and shout before running from the scene.","[2, 1, 0]",2
9,249,"He was taken to a vet to warm up.
The gull was then taken to a nearby wildlife centre for further care before he will be released into the wild.
Firefighters used a rescue sled, which is like an inflatable raft, to reach the gull.","[2, 1, 0]",2
9,79,"""This is a tough day. I love this game and I love this team and today I am saying goodbye to both,"" Rodriguez said.
""This is also a proud day. I was 18 when I broke into the big leagues and I never thought I would play for 22 years.","[2, 1, 0]",0
9,97,"""Familiar, yet better than ever, Windows 10 brings back the Start menu you know and love.""
He also highlighted new additions, including:
Many company watchers had not expected the launch of the product to happen until later in the year.","[2, 1, 0]",0
9,151,"Some shareholders are keen for Premier to seek a higher offer.
David Cumming, head of equities at Standard Life Investments, the fund arm of insurer Standard Life, which controls 7% of Premier, said: ""Although we believe the 60p  bid indicated by McCormick is too low, we remain open to a bid at a higher level.","[2, 1, 0]",0
9,111,"Boston-born Atkin, who initially competed for the US before switching to Great Britain aged 15, was making her 15th appearance at a World Cup event.
Atkin will be competing at the Freestyle World Championships in Sierra Nevada, Spain (9-19 March). The event will be live on the BBC Sport website, app, connected TV and red button.","[2, 1, 0]",0
9,495,"Wurz added that it ""could almost be seen as 'business first and safety second'"".
Four-time champion Sebastian Vettel, a director of the GPDA, said: ""I haven't read exactly what the reasoning was. It still remains positive that from 2018 onwards it is going to be on the car.""","[2, 1, 0]",0
9,29,"He had match figures of 0-104 as England won by nine wickets to take a 2-0 lead in the three-Test series.
The final match at Lord's starts on 9 June.","[2, 1, 0]",0
9,296,"Attempt blocked. Andrés Iniesta (Spain) right footed shot from outside the box is blocked.
Leonardo Bonucci (Italy) is shown the yellow card for a bad foul.","[2, 1, 0]",2
9,376,"He began buying property in Las Vegas in 1962 after selling his charter airline, which he later re-purchased.
""When you're a self-made man you start very early in life,"" he once told the Las Vegas Review-Journal. ""You get a drive that's a little different, maybe a little stronger, than somebody who inherited.""","[2, 1, 0]",0
9,277,"""The court was informed that all the parties in the suit had come to an amicable settlement,"" Gary Edward Chong, a lawyer for the family, told the AFP news agency on Tuesday.","[2, 1, 0]",0
9,31,"The militants took the town by surprise when they launched their attack on Thursday, five months after IS was removed by Kurdish fighters backed by US-led coalition strikes.","[2, 1, 0]",0
9,382,"The Outlet was opened in 2007 at a cost of £70m but struggled to fill all its units.
There are plans to switch part of its use from retail to leisure with a cinema and restaurants.","[2, 1, 0]",2
9,160,"When it comes to National Insurance numbers, on the other hand, there is no minimum stay in the UK. Everyone who wants to work in the UK must have a National Insurance number, even if they're only working in the country for a few weeks.","[2, 1, 0]",0
9,25,"Shaw, 30, will combine his playing duties with helping boss Jon McCarthy.
Chester have also made an offer to coach Chris Iwelumo to remain.
The club are hopeful that the 38-year-old much-travelled Scot will continue to combine his coaching role with his media work.","[2, 1, 0]",0
9,299,"The IOC is exploring ""legal options"" before deciding whether to implement ""a collective ban"" on all Russian competitors for the global showpiece, which starts on 5 August.","[2, 1, 0]",0
9,244,Police have confirmed there were no explosives in the package and are now investigating.,"[2, 1, 0]",1
9,257,"The Dutch Safety Board says its preliminary report was based on the contents of the flight and cockpit data recorders, other communication with the plane, as well as forensic examination of the wreckage where possible.","[2, 1, 0]",1
10,135,"ok price older hotel somewhat run, check quick, room king bed small, a/c noisy, good breakfast dining area grungy looking.hotel plus convenient space needle.their transport safeco field small shuttle bus told handle 14 passengers, realizing not hold crowd waiting hotel cab saw shuttle 35 minute wait, slow trip game rush hour n't shuttle make trips forth,  ","[2, 1, 0]",1
10,40,"delightful stay stayed park hotel amsterdam 12th 15th january 2008 hotel remodernised staff extremely pleasant helpful stay better.a delightful days spent lovely city.david pat bishop stockport cheshire uk,  ","[2, 1, 0]",1
10,14,"perfect location 13-year-old nephew stayed hotel globus nights week june, rooms reviewers stated small, nonetheless quite happy globus florence home days, block mercato centrale fascinating fun shopping street vendors, staff members terrific helping tickets train schedules dinner recommendations, fact restaurants suggested highlights trip, room clean comfortable stay,  ","[2, 1, 0]",1
